-7.565920365737292819e-02,4.993386584774146472e-03,-2.362372379126378465e-03,-7.777335718271845277e-02,5.961221401024734134e-02,-5.961221401372809869e-02,7.777335728550262284e-02,2.362372377279795682e-03,-4.993386537361676689e-03,7.565920364625079719e-02
-5.662231236849495954e-03,2.369764368358257423e-03,-2.981651204371384058e-03,-4.178758297058733813e-03,-9.993124274043254165e-03,9.993124267373598019e-03,4.178758296953475997e-03,2.981651490720036747e-03,-2.369764368147954728e-03,5.662231722007435818e-03
-6.404800774943882058e-04,7.737861303476779862e-02,-8.999734816036995821e-02,8.298656448454945489e-02,7.529541988219042676e-04,-7.529541985467963147e-04,-8.298656448276786612e-02,8.999734816047794128e-02,-7.737861304870588541e-02,6.404800772910235369e-04
9.339777479716261654e-02,1.822432693710206858e-02,-8.679774358739074380e-02,-8.206563932898769398e-02,1.157796554310399489e-02,-1.157796554310418745e-02,8.206563932898634783e-02,8.679774358739476836e-02,-1.822432693788440805e-02,-9.339777465342402607e-02
-7.583060450368375727e-02,8.838549597435461924e-02,-7.580451188994799527e-02,-8.093278949254165133e-02,1.491703864865428011e-03,-1.491703864865418037e-03,8.093278949254256727e-02,7.580451188994874467e-02,-8.838549597421799242e-02,7.583060450365586291e-02
8.578326125414194314e-02,1.730029480063186367e-03,-9.131506120943062160e-03,8.649768060481878573e-02,1.370834237418390748e-03,-1.370834237418394217e-03,-8.649768060481913268e-02,9.131506120947305294e-03,-1.730029478863362924e-03,-8.578326125576600514e-02
-3.797918511982417786e-03,-7.561009621143516268e-02,6.789949833123477829e-02,7.352079308967647553e-02,5.475214464110334314e-03,-5.475214464119560441e-03,-7.352079308968477445e-02,-6.789949833124132861e-02,7.561009621144333670e-02,3.797918512604277121e-03
7.794096650071405397e-02,8.303023499972607413e-02,8.859731627097390538e-02,-1.143057591536318640e-02,-9.418981062653611347e-06,9.418981061847398611e-06,1.143057591547859062e-02,-8.859731627098461904e-02,-8.303023811398690945e-02,-7.794096653590378010e-02
7.622792327527148915e-02,9.674871985744761677e-03,7.669963689872577595e-02,-8.103954359615175851e-02,9.284509042976316073e-02,-9.284509042984835647e-02,8.103954359660467399e-02,-7.669963687528791318e-02,-9.674871999888543309e-03,-7.622792332732088172e-02
7.460019062517335431e-02,-8.857839829397252951e-02,7.635132515503452455e-02,8.430975996956299734e-02,9.720016431257759437e-02,-9.720016444241169618e-02,-8.430975846182153788e-02,-7.635133804709604011e-02,8.857839730264147060e-02,-7.460018915432777009e-02
